payment_id,amount,payment_method,failure_reason,bank,previous_successes,previous_failures,attempt_number,customer_age_days,hour,day_of_week,recovery_action,recovered,recovered_amount
PAY_017389,7169.36,Wallet,otp_failure,SBI,3,0,4,758,16,5,change_payment_method,1,7169.36
PAY_017390,5639.3,Card,network_error,Axis,4,2,3,1185,19,2,retry_later,1,5639.3
PAY_017391,835.22,UPI,otp_failure,HDFC,5,2,2,993,20,5,retry_now,0,0.0
PAY_017392,4465.48,Wallet,otp_failure,ICICI,3,0,3,1463,14,3,retry_now,1,4465.48
PAY_017393,2472.61,Wallet,blocked_card,Kotak,8,1,2,771,5,5,payment_link,0,0.0
PAY_017394,1070.97,NetBanking,insufficient_balance,HDFC,4,2,3,1125,4,6,no_action,0,0.0
PAY_017395,1526.1,NetBanking,otp_failure,SBI,6,3,1,580,14,2,retry_later,1,1526.1
PAY_017396,1024.67,UPI,gateway_error,SBI,5,2,3,449,22,5,change_payment_method,1,1024.67
PAY_017397,1862.5,Wallet,gateway_error,SBI,7,1,3,162,2,3,retry_now,0,0.0
PAY_017398,1008.55,Card,blocked_card,SBI,5,0,4,349,23,4,retry_later,1,1008.55
PAY_017399,794.41,UPI,network_error,Axis,1,0,2,770,11,3,retry_now,1,794.41
PAY_017400,2652.6,Card,gateway_error,Kotak,5,1,1,1307,2,6,retry_later,1,2652.6
PAY_017401,2989.87,Wallet,insufficient_balance,SBI,6,3,1,1374,16,4,change_payment_method,1,2989.87
PAY_017402,1556.08,UPI,gateway_error,SBI,4,2,2,1271,7,3,retry_now,1,1556.08
PAY_017403,5399.82,NetBanking,otp_failure,Kotak,1,0,2,654,6,0,retry_later,0,0.0
PAY_017404,1468.0,NetBanking,otp_failure,ICICI,4,0,3,851,23,0,retry_later,0,0.0
PAY_017405,1419.1,Card,blocked_card,Axis,1,2,3,1010,6,1,retry_later,0,0.0
PAY_017406,3066.8,UPI,gateway_error,Axis,7,0,2,48,19,5,payment_link,1,3066.8
PAY_017407,1626.29,Card,blocked_card,HDFC,8,0,4,234,19,0,retry_later,0,0.0
PAY_017408,1934.95,NetBanking,gateway_error,Axis,6,0,3,597,22,2,payment_link,1,1934.95
PAY_017409,240.72,Wallet,blocked_card,HDFC,7,3,4,1000,7,6,retry_now,0,0.0
PAY_017410,1832.37,NetBanking,insufficient_balance,ICICI,3,1,1,880,6,3,retry_now,0,0.0
PAY_017411,419.16,Wallet,otp_failure,Kotak,9,1,4,230,12,3,change_payment_method,0,0.0
PAY_017412,680.78,Card,blocked_card,SBI,5,1,2,80,23,5,payment_link,1,680.78
PAY_017413,621.26,Card,gateway_error,HDFC,1,3,3,540,11,2,retry_later,1,621.26
PAY_017414,785.2,Card,gateway_error,Axis,7,0,1,248,2,2,change_payment_method,1,785.2
PAY_017415,1165.51,Wallet,gateway_error,SBI,5,0,4,920,2,1,payment_link,0,0.0
PAY_017416,1225.13,Card,otp_failure,ICICI,1,1,4,570,3,2,no_action,0,0.0
PAY_017417,3076.11,Card,gateway_error,Kotak,5,2,2,878,19,2,retry_now,1,3076.11
PAY_017418,2160.1,UPI,otp_failure,HDFC,2,1,1,694,0,4,change_payment_method,0,0.0
PAY_017419,395.1,Wallet,gateway_error,Axis,4,1,4,249,18,2,retry_later,0,0.0
PAY_017420,1932.63,Card,gateway_error,SBI,6,1,1,805,20,4,no_action,1,1932.63
PAY_017421,2332.29,Card,network_error,SBI,6,1,4,108,13,4,retry_now,1,2332.29
PAY_017422,1390.12,Wallet,blocked_card,SBI,5,1,4,828,9,2,retry_now,0,0.0
PAY_017423,1722.09,Wallet,gateway_error,Kotak,5,1,1,1467,21,5,retry_later,1,1722.09
PAY_017424,2105.37,NetBanking,blocked_card,HDFC,4,2,1,487,21,0,no_action,0,0.0
PAY_017425,3333.17,NetBanking,blocked_card,Kotak,7,2,2,821,9,2,no_action,0,0.0
PAY_017426,512.91,UPI,gateway_error,Axis,3,1,3,974,8,4,retry_later,1,512.91
PAY_017427,1487.05,Card,otp_failure,HDFC,4,1,1,894,20,2,no_action,0,0.0
PAY_017428,6043.08,Wallet,network_error,ICICI,7,1,4,1143,4,5,retry_later,1,6043.08
PAY_017429,5615.74,Card,blocked_card,ICICI,5,3,4,604,16,1,change_payment_method,0,0.0
PAY_017430,3571.53,NetBanking,blocked_card,Kotak,4,1,3,201,2,5,payment_link,0,0.0
PAY_017431,2777.93,NetBanking,insufficient_balance,Kotak,2,0,2,405,14,5,retry_now,1,2777.93
PAY_017432,6793.41,NetBanking,blocked_card,Kotak,7,0,1,1135,13,2,payment_link,1,6793.41
PAY_017433,8385.66,Wallet,insufficient_balance,ICICI,3,4,1,747,20,4,retry_now,1,8385.66
PAY_017434,1630.65,Card,blocked_card,ICICI,5,2,2,793,1,3,retry_later,0,0.0
PAY_017435,832.52,Wallet,blocked_card,HDFC,10,0,1,652,16,5,payment_link,0,0.0
PAY_017436,1456.46,Card,gateway_error,HDFC,5,1,3,865,3,3,retry_now,1,1456.46
PAY_017437,21533.31,UPI,insufficient_balance,Kotak,5,0,1,363,20,1,retry_now,0,0.0
PAY_017438,515.18,NetBanking,insufficient_balance,SBI,5,0,3,923,21,3,change_payment_method,0,0.0
PAY_017439,1240.87,NetBanking,gateway_error,HDFC,2,2,2,106,4,2,retry_later,1,1240.87
PAY_017440,583.97,NetBanking,otp_failure,ICICI,5,3,4,258,19,4,retry_later,0,0.0
PAY_017441,1997.82,NetBanking,network_error,Axis,4,3,2,1207,0,2,retry_later,0,0.0
PAY_017442,690.8,Wallet,network_error,SBI,9,1,4,1058,10,3,retry_now,0,0.0
PAY_017443,1657.39,NetBanking,blocked_card,ICICI,2,0,3,163,19,5,no_action,1,1657.39
PAY_017444,379.91,Card,gateway_error,SBI,10,1,1,1395,18,4,retry_later,1,379.91
PAY_017445,2963.41,Card,otp_failure,Axis,6,4,4,674,14,6,retry_later,0,0.0
PAY_017446,4807.23,NetBanking,gateway_error,Kotak,2,2,1,236,10,6,retry_later,0,0.0
PAY_017447,1329.88,NetBanking,blocked_card,SBI,2,2,1,1361,4,0,no_action,0,0.0
PAY_017448,1622.78,Wallet,blocked_card,Axis,1,0,1,829,20,2,payment_link,0,0.0
PAY_017449,1586.48,Wallet,network_error,Axis,4,1,2,511,12,0,retry_later,0,0.0
PAY_017450,2089.6,Card,network_error,SBI,3,1,1,1222,7,6,no_action,0,0.0
PAY_017451,1753.67,Card,gateway_error,SBI,7,2,3,278,5,1,no_action,0,0.0
PAY_017452,3342.56,UPI,gateway_error,SBI,3,2,2,508,10,5,retry_later,0,0.0
PAY_017453,4848.53,Card,network_error,SBI,2,1,4,720,10,4,change_payment_method,0,0.0
PAY_017454,942.7,UPI,network_error,Kotak,11,0,1,38,1,4,retry_later,1,942.7
PAY_017455,1411.68,NetBanking,insufficient_balance,ICICI,5,2,1,1070,5,2,payment_link,1,1411.68
PAY_017456,3719.32,NetBanking,otp_failure,HDFC,2,4,2,46,7,5,no_action,0,0.0
PAY_017457,579.79,NetBanking,insufficient_balance,Kotak,2,2,2,735,0,1,retry_now,1,579.79
PAY_017458,373.69,Card,insufficient_balance,SBI,5,1,1,1324,3,0,retry_later,0,0.0
PAY_017459,2166.9,Card,otp_failure,Axis,1,1,2,1231,1,3,change_payment_method,1,2166.9
PAY_017460,2689.41,NetBanking,otp_failure,Kotak,7,1,1,1302,15,3,retry_later,0,0.0
PAY_017461,1014.51,Wallet,insufficient_balance,HDFC,3,2,3,1126,5,6,no_action,0,0.0
PAY_017462,1138.06,NetBanking,gateway_error,HDFC,6,2,4,680,23,1,payment_link,0,0.0
PAY_017463,984.22,UPI,network_error,Kotak,7,1,3,1243,13,4,payment_link,1,984.22
PAY_017464,903.67,Wallet,otp_failure,Axis,6,3,2,113,14,1,payment_link,1,903.67
PAY_017465,3148.86,Wallet,insufficient_balance,Axis,2,2,2,1175,22,5,change_payment_method,1,3148.86
PAY_017466,703.17,Card,insufficient_balance,Axis,5,2,4,1394,2,2,payment_link,0,0.0
PAY_017467,1462.03,Card,insufficient_balance,ICICI,3,3,3,75,8,2,payment_link,0,0.0
PAY_017468,876.32,UPI,gateway_error,Axis,4,4,1,954,23,5,retry_later,0,0.0
PAY_017469,564.4,NetBanking,insufficient_balance,HDFC,9,1,2,763,15,6,retry_later,1,564.4
PAY_017470,3626.93,NetBanking,gateway_error,SBI,10,0,2,474,8,1,no_action,0,0.0
PAY_017471,1192.9,Card,otp_failure,SBI,2,2,2,70,18,4,change_payment_method,1,1192.9
PAY_017472,2102.23,Card,gateway_error,HDFC,3,2,3,40,10,6,payment_link,0,0.0
PAY_017473,541.06,NetBanking,gateway_error,Axis,8,0,1,1223,22,0,payment_link,1,541.06
PAY_017474,998.69,Wallet,network_error,SBI,3,1,3,1071,1,6,retry_later,1,998.69
PAY_017475,3310.55,UPI,blocked_card,HDFC,4,2,3,1192,16,1,retry_now,0,0.0
PAY_017476,14325.8,UPI,gateway_error,Axis,6,0,2,1072,7,0,retry_now,1,14325.8
PAY_017477,372.05,UPI,network_error,ICICI,7,1,4,767,12,1,payment_link,1,372.05
PAY_017478,1539.35,Card,gateway_error,SBI,6,1,3,203,12,6,retry_later,1,1539.35
PAY_017479,2514.49,Wallet,gateway_error,Axis,5,1,2,428,17,0,retry_later,0,0.0
PAY_017480,1104.47,UPI,gateway_error,Axis,4,0,1,382,11,0,payment_link,1,1104.47
PAY_017481,3567.49,Wallet,blocked_card,SBI,4,2,1,628,3,5,retry_now,0,0.0
PAY_017482,903.81,Card,insufficient_balance,Axis,3,2,3,1182,0,2,payment_link,0,0.0
PAY_017483,2044.85,Card,gateway_error,Kotak,4,0,3,877,5,5,retry_later,1,2044.85
PAY_017484,1190.75,NetBanking,gateway_error,Kotak,3,2,3,1243,10,3,change_payment_method,0,0.0
PAY_017485,4796.04,Wallet,insufficient_balance,ICICI,4,3,1,336,18,4,no_action,0,0.0
PAY_017486,1052.48,Wallet,blocked_card,HDFC,4,0,1,1263,18,4,no_action,0,0.0
PAY_017487,1364.44,Wallet,network_error,Kotak,6,2,2,520,9,5,payment_link,1,1364.44
PAY_017488,3852.78,NetBanking,insufficient_balance,Kotak,7,0,3,1256,8,0,no_action,0,0.0
PAY_017489,794.39,UPI,blocked_card,ICICI,6,3,2,123,13,5,change_payment_method,0,0.0
PAY_017490,1910.27,UPI,blocked_card,Kotak,4,2,2,730,2,4,payment_link,0,0.0
PAY_017491,420.72,Card,insufficient_balance,Kotak,5,0,1,1493,13,5,payment_link,1,420.72
PAY_017492,757.22,NetBanking,otp_failure,SBI,3,1,1,79,13,6,retry_later,0,0.0
PAY_017493,2454.57,Wallet,gateway_error,ICICI,5,1,1,441,6,5,change_payment_method,1,2454.57
PAY_017494,818.47,NetBanking,insufficient_balance,Axis,8,1,2,1446,23,1,payment_link,1,818.47
PAY_017495,1169.51,Card,blocked_card,Axis,6,2,1,956,13,5,retry_now,0,0.0
PAY_017496,2682.41,UPI,gateway_error,HDFC,7,3,4,463,6,5,retry_now,0,0.0
PAY_017497,1137.57,UPI,insufficient_balance,HDFC,7,0,4,875,17,5,retry_now,1,1137.57
PAY_017498,3492.15,Card,otp_failure,Kotak,2,0,2,1305,0,3,retry_later,0,0.0
PAY_017499,2148.51,NetBanking,gateway_error,Kotak,3,2,2,248,16,1,payment_link,1,2148.51
PAY_017500,2562.01,Card,gateway_error,Axis,4,0,1,422,20,6,change_payment_method,1,2562.01
PAY_017501,4879.38,Wallet,gateway_error,ICICI,5,2,4,598,19,4,retry_later,1,4879.38
PAY_017502,2335.21,Wallet,otp_failure,SBI,6,3,4,338,14,2,retry_now,0,0.0
PAY_017503,6192.4,Card,otp_failure,HDFC,8,1,4,1009,4,5,retry_now,0,0.0
PAY_017504,3748.12,Wallet,insufficient_balance,Kotak,5,1,1,979,15,4,retry_later,0,0.0
PAY_017505,1189.44,Wallet,gateway_error,HDFC,5,4,2,1466,9,3,retry_now,0,0.0
PAY_017506,5087.38,UPI,insufficient_balance,Axis,4,1,3,564,7,2,retry_later,0,0.0
PAY_017507,2232.98,NetBanking,gateway_error,ICICI,4,1,4,734,7,1,retry_later,0,0.0
PAY_017508,1318.51,UPI,otp_failure,Axis,5,3,2,1044,7,5,retry_later,0,0.0
PAY_017509,2259.07,UPI,insufficient_balance,SBI,5,1,2,182,19,4,retry_later,1,2259.07
PAY_017510,4402.21,NetBanking,blocked_card,ICICI,2,0,4,1230,11,0,payment_link,0,0.0
PAY_017511,2602.0,UPI,blocked_card,SBI,9,0,1,975,20,4,retry_now,1,2602.0
PAY_017512,7769.14,Wallet,gateway_error,SBI,4,2,4,655,7,5,retry_now,0,0.0
PAY_017513,4312.29,Card,insufficient_balance,ICICI,6,0,3,560,4,4,retry_now,1,4312.29
PAY_017514,2747.72,Card,otp_failure,SBI,3,0,4,51,17,5,change_payment_method,0,0.0
PAY_017515,795.64,NetBanking,blocked_card,HDFC,3,0,1,1417,17,4,retry_now,0,0.0
PAY_017516,1565.9,Card,otp_failure,Kotak,4,1,3,541,22,4,retry_later,0,0.0
PAY_017517,1914.73,Card,blocked_card,ICICI,5,0,2,448,2,4,retry_later,0,0.0
PAY_017518,3156.77,Card,insufficient_balance,Axis,2,3,3,678,21,3,no_action,0,0.0
PAY_017519,3010.51,Card,blocked_card,Axis,5,2,4,448,11,3,change_payment_method,0,0.0
PAY_017520,2070.68,UPI,network_error,Kotak,6,0,2,1061,8,1,retry_later,1,2070.68
PAY_017521,1990.78,Wallet,network_error,Axis,6,0,1,520,20,4,change_payment_method,1,1990.78
PAY_017522,3217.52,Wallet,insufficient_balance,Kotak,2,2,2,487,6,5,no_action,0,0.0
PAY_017523,909.71,Card,network_error,HDFC,2,1,1,368,10,2,no_action,1,909.71
PAY_017524,7019.26,NetBanking,gateway_error,Axis,5,2,3,88,14,2,retry_later,1,7019.26
PAY_017525,351.52,UPI,gateway_error,Axis,9,1,4,548,23,4,payment_link,0,0.0
PAY_017526,5792.55,Card,insufficient_balance,HDFC,2,1,4,1330,5,2,change_payment_method,0,0.0
PAY_017527,1743.85,Card,network_error,Axis,10,1,1,1125,22,1,no_action,1,1743.85
PAY_017528,4032.19,NetBanking,blocked_card,Axis,6,1,1,861,13,6,retry_later,1,4032.19
PAY_017529,2418.91,UPI,otp_failure,HDFC,7,1,3,1038,13,3,change_payment_method,1,2418.91
PAY_017530,2384.7,Card,blocked_card,HDFC,8,1,2,314,18,5,retry_now,1,2384.7
PAY_017531,2816.93,NetBanking,gateway_error,HDFC,0,2,4,471,8,5,payment_link,0,0.0
PAY_017532,3453.85,UPI,insufficient_balance,Axis,6,1,3,724,18,6,change_payment_method,0,0.0
PAY_017533,1389.83,UPI,gateway_error,Kotak,4,3,4,1116,1,5,retry_later,1,1389.83
PAY_017534,4137.47,Card,gateway_error,Kotak,4,1,2,1302,9,6,change_payment_method,1,4137.47
PAY_017535,759.32,NetBanking,gateway_error,ICICI,3,3,3,897,11,1,change_payment_method,0,0.0
PAY_017536,1800.35,NetBanking,blocked_card,ICICI,6,2,2,1406,12,0,retry_later,0,0.0
PAY_017537,3529.02,Card,insufficient_balance,Axis,2,6,1,807,15,2,retry_later,0,0.0
PAY_017538,4007.87,Card,gateway_error,Axis,7,0,4,188,14,0,no_action,0,0.0
PAY_017539,2613.98,Card,otp_failure,Kotak,4,0,1,352,16,1,retry_later,1,2613.98
PAY_017540,1319.87,NetBanking,blocked_card,SBI,6,1,3,304,16,1,retry_now,0,0.0
PAY_017541,3704.73,UPI,network_error,ICICI,7,1,2,197,15,0,retry_now,0,0.0
PAY_017542,1058.39,Card,network_error,Kotak,4,2,3,245,13,2,change_payment_method,1,1058.39
PAY_017543,7340.24,Wallet,gateway_error,Axis,4,2,3,959,12,5,retry_later,0,0.0
PAY_017544,1689.63,Wallet,gateway_error,ICICI,4,0,3,935,15,1,change_payment_method,1,1689.63
PAY_017545,527.58,Card,gateway_error,ICICI,5,4,4,663,23,1,change_payment_method,0,0.0
PAY_017546,695.24,Wallet,otp_failure,ICICI,4,5,4,970,14,4,no_action,0,0.0
PAY_017547,1872.29,UPI,insufficient_balance,Axis,2,3,3,299,11,0,retry_later,0,0.0
PAY_017548,2022.04,UPI,gateway_error,Kotak,5,1,2,912,4,2,retry_later,0,0.0
PAY_017549,8740.52,Wallet,network_error,SBI,4,3,2,388,21,5,retry_later,0,0.0
PAY_017550,787.77,NetBanking,blocked_card,Axis,5,2,1,811,5,1,retry_later,0,0.0
PAY_017551,1866.03,Card,otp_failure,ICICI,5,3,2,492,13,2,no_action,0,0.0
PAY_017552,774.69,NetBanking,insufficient_balance,HDFC,2,1,4,1287,5,0,payment_link,1,774.69
PAY_017553,1219.11,UPI,insufficient_balance,Kotak,4,0,1,234,7,1,change_payment_method,1,1219.11
PAY_017554,6954.73,Wallet,insufficient_balance,Axis,8,3,2,370,9,3,payment_link,1,6954.73
PAY_017555,728.46,Card,network_error,ICICI,2,3,4,1129,7,2,retry_later,0,0.0
PAY_017556,2891.8,Wallet,gateway_error,SBI,3,2,1,1185,18,1,change_payment_method,0,0.0
PAY_017557,2475.82,Wallet,blocked_card,ICICI,6,2,4,593,23,2,retry_later,0,0.0
PAY_017558,1773.42,NetBanking,gateway_error,ICICI,8,4,3,1389,20,5,no_action,1,1773.42
PAY_017559,2739.55,NetBanking,insufficient_balance,Axis,3,2,1,1106,11,4,no_action,0,0.0
PAY_017560,714.79,Wallet,insufficient_balance,SBI,3,1,1,1300,15,3,payment_link,0,0.0
PAY_017561,6802.59,UPI,gateway_error,HDFC,7,0,1,1310,10,1,retry_now,0,0.0
PAY_017562,8432.73,Card,gateway_error,Axis,4,0,4,1280,8,0,retry_later,0,0.0
PAY_017563,1877.48,Wallet,gateway_error,Kotak,7,1,4,1401,4,5,retry_later,1,1877.48
PAY_017564,12562.67,Wallet,otp_failure,SBI,3,0,2,987,14,2,no_action,1,12562.67
PAY_017565,1313.93,Wallet,insufficient_balance,HDFC,7,1,4,617,21,2,retry_later,0,0.0
PAY_017566,2490.77,Wallet,network_error,HDFC,3,4,2,661,1,0,retry_now,0,0.0
PAY_017567,5684.57,NetBanking,otp_failure,SBI,3,2,4,380,9,5,no_action,0,0.0
PAY_017568,1252.37,NetBanking,gateway_error,Kotak,4,2,4,516,13,1,no_action,0,0.0
PAY_017569,598.7,UPI,otp_failure,ICICI,1,2,3,445,3,1,retry_now,0,0.0
PAY_017570,498.01,Card,gateway_error,Axis,9,1,4,1073,16,1,change_payment_method,1,498.01
PAY_017571,9401.85,Wallet,gateway_error,Kotak,4,3,2,509,0,2,retry_now,1,9401.85
PAY_017572,1184.15,UPI,insufficient_balance,HDFC,5,1,2,74,6,3,retry_later,0,0.0
PAY_017573,1558.39,NetBanking,network_error,Kotak,6,1,2,1470,10,4,retry_now,0,0.0
PAY_017574,742.33,Card,network_error,ICICI,6,3,1,986,13,3,change_payment_method,0,0.0
PAY_017575,3860.96,UPI,gateway_error,Kotak,5,1,4,819,8,6,retry_now,1,3860.96
PAY_017576,967.54,Card,gateway_error,Kotak,4,4,1,325,10,0,retry_later,1,967.54
PAY_017577,1220.47,Card,insufficient_balance,HDFC,3,0,3,505,5,0,retry_now,0,0.0
PAY_017578,2297.59,Card,otp_failure,Kotak,2,2,4,1261,15,2,payment_link,1,2297.59
PAY_017579,771.83,NetBanking,blocked_card,Axis,4,1,4,503,19,2,retry_later,0,0.0
PAY_017580,1567.34,Wallet,insufficient_balance,SBI,6,2,3,420,13,3,payment_link,0,0.0
PAY_017581,5551.19,Card,gateway_error,HDFC,3,3,1,623,1,0,payment_link,0,0.0
PAY_017582,2546.83,UPI,otp_failure,SBI,2,2,1,109,19,5,retry_now,1,2546.83
PAY_017583,2007.08,Card,network_error,Kotak,3,3,2,298,16,4,change_payment_method,1,2007.08
PAY_017584,2147.14,Card,insufficient_balance,ICICI,1,0,1,265,1,3,retry_later,1,2147.14
PAY_017585,1324.37,NetBanking,blocked_card,HDFC,6,1,2,1299,3,0,payment_link,0,0.0
PAY_017586,8927.77,UPI,otp_failure,Kotak,4,1,3,737,17,3,payment_link,0,0.0
PAY_017587,944.14,Card,blocked_card,Kotak,4,1,1,133,5,2,payment_link,1,944.14
PAY_017588,2140.38,NetBanking,gateway_error,ICICI,4,3,3,1091,12,6,retry_now,1,2140.38
PAY_017589,1982.31,NetBanking,blocked_card,Kotak,1,3,1,1470,11,2,payment_link,0,0.0
PAY_017590,4052.18,Wallet,blocked_card,Axis,7,1,4,549,10,3,retry_later,0,0.0
PAY_017591,4370.09,Wallet,gateway_error,ICICI,5,0,2,426,0,2,retry_now,1,4370.09
PAY_017592,1762.32,Wallet,gateway_error,HDFC,6,1,1,356,20,1,retry_later,1,1762.32
PAY_017593,2281.37,Card,insufficient_balance,HDFC,2,2,1,1004,8,3,retry_now,0,0.0
PAY_017594,2351.54,Card,insufficient_balance,SBI,5,2,3,939,22,4,retry_now,0,0.0
PAY_017595,293.62,Card,insufficient_balance,Axis,5,2,4,556,23,4,retry_now,0,0.0
PAY_017596,507.15,NetBanking,blocked_card,Axis,3,2,1,167,10,2,change_payment_method,0,0.0
PAY_017597,1114.26,Card,blocked_card,HDFC,8,3,1,1447,20,6,retry_later,0,0.0
PAY_017598,1153.69,NetBanking,insufficient_balance,Kotak,3,0,2,1471,21,2,retry_now,0,0.0
PAY_017599,692.68,UPI,insufficient_balance,Axis,3,1,4,1219,14,6,retry_later,1,692.68
PAY_017600,3293.37,Card,gateway_error,Axis,4,0,4,1423,20,3,retry_later,0,0.0
PAY_017601,1811.11,UPI,gateway_error,Kotak,4,1,3,1398,14,2,payment_link,0,0.0
PAY_017602,1522.71,Wallet,insufficient_balance,ICICI,4,3,4,932,17,1,payment_link,0,0.0
PAY_017603,661.87,UPI,blocked_card,Kotak,5,1,2,56,15,2,retry_later,0,0.0
PAY_017604,1744.75,UPI,network_error,SBI,5,2,4,429,15,4,change_payment_method,1,1744.75
PAY_017605,221.11,NetBanking,blocked_card,SBI,3,0,3,257,2,6,retry_later,0,0.0
PAY_017606,1587.05,NetBanking,insufficient_balance,HDFC,1,1,2,1003,17,0,payment_link,0,0.0
PAY_017607,1901.78,NetBanking,otp_failure,ICICI,4,1,4,424,20,6,retry_now,0,0.0
PAY_017608,2194.11,NetBanking,otp_failure,Axis,2,1,1,847,1,5,retry_later,1,2194.11
PAY_017609,517.35,Wallet,gateway_error,HDFC,4,0,4,1188,11,3,payment_link,0,0.0
PAY_017610,2164.3,UPI,insufficient_balance,HDFC,2,1,2,640,11,1,payment_link,0,0.0
PAY_017611,785.92,Wallet,gateway_error,Axis,3,3,3,313,5,4,no_action,0,0.0
PAY_017612,943.9,Wallet,gateway_error,Axis,6,1,2,32,2,3,retry_later,0,0.0
PAY_017613,3211.02,NetBanking,insufficient_balance,Kotak,6,3,4,680,6,2,retry_later,1,3211.02
PAY_017614,9056.98,UPI,gateway_error,SBI,5,1,4,945,16,6,payment_link,1,9056.98
PAY_017615,1883.88,UPI,insufficient_balance,Axis,4,1,3,653,7,0,retry_later,0,0.0
PAY_017616,940.42,Wallet,insufficient_balance,Kotak,9,1,2,590,9,0,retry_later,0,0.0
PAY_017617,2102.61,NetBanking,blocked_card,SBI,4,1,2,925,5,6,payment_link,0,0.0
PAY_017618,3832.31,Wallet,gateway_error,ICICI,6,3,3,1436,22,4,retry_now,0,0.0
PAY_017619,2971.43,UPI,gateway_error,ICICI,7,2,3,1283,14,3,retry_now,0,0.0
PAY_017620,16227.95,NetBanking,blocked_card,ICICI,7,2,4,269,10,2,change_payment_method,0,0.0
PAY_017621,1020.18,Wallet,otp_failure,Axis,3,1,1,176,12,0,change_payment_method,0,0.0
PAY_017622,2212.29,UPI,network_error,SBI,4,2,1,103,17,2,retry_now,1,2212.29
PAY_017623,6242.49,Card,gateway_error,SBI,4,2,4,1485,6,2,retry_later,1,6242.49
PAY_017624,5936.81,NetBanking,insufficient_balance,ICICI,7,2,4,719,11,5,change_payment_method,0,0.0
PAY_017625,379.91,UPI,gateway_error,HDFC,7,1,3,1388,20,3,payment_link,0,0.0
PAY_017626,1803.19,NetBanking,otp_failure,SBI,6,2,2,967,11,4,retry_now,1,1803.19
PAY_017627,5929.03,UPI,network_error,SBI,3,1,1,818,5,5,retry_later,1,5929.03
PAY_017628,18260.84,NetBanking,insufficient_balance,Kotak,4,2,3,1258,8,2,retry_now,0,0.0
PAY_017629,3174.92,Card,blocked_card,ICICI,6,2,2,665,16,4,payment_link,0,0.0
PAY_017630,1347.1,Wallet,gateway_error,HDFC,3,1,3,1129,15,5,no_action,0,0.0
PAY_017631,806.45,Wallet,network_error,Kotak,6,0,1,1006,18,0,retry_now,0,0.0
PAY_017632,10667.9,Wallet,insufficient_balance,HDFC,5,1,1,1022,22,5,payment_link,1,10667.9
PAY_017633,3238.91,Card,gateway_error,HDFC,3,1,4,452,7,0,retry_now,1,3238.91
PAY_017634,917.4,NetBanking,gateway_error,HDFC,6,1,1,993,12,6,no_action,0,0.0
PAY_017635,1536.83,NetBanking,gateway_error,Axis,6,0,4,1371,10,6,payment_link,1,1536.83
PAY_017636,2317.28,UPI,gateway_error,SBI,5,1,1,999,13,0,retry_later,1,2317.28
PAY_017637,2793.49,UPI,network_error,SBI,9,0,1,1301,9,5,change_payment_method,1,2793.49
PAY_017638,880.34,NetBanking,otp_failure,Kotak,2,0,1,1428,9,5,no_action,1,880.34
PAY_017639,1106.16,Card,otp_failure,HDFC,5,3,2,399,12,3,payment_link,0,0.0
PAY_017640,481.86,Card,otp_failure,HDFC,4,1,1,518,1,3,payment_link,1,481.86
PAY_017641,4153.93,Wallet,otp_failure,SBI,3,2,3,919,4,4,retry_later,1,4153.93
PAY_017642,1375.68,Wallet,gateway_error,HDFC,2,1,4,240,4,5,retry_later,0,0.0
PAY_017643,2625.58,Wallet,gateway_error,HDFC,6,1,3,832,15,4,change_payment_method,1,2625.58
PAY_017644,5640.94,NetBanking,gateway_error,HDFC,5,2,3,850,16,2,retry_now,0,0.0
PAY_017645,2155.75,UPI,insufficient_balance,ICICI,5,2,4,43,22,2,payment_link,0,0.0
PAY_017646,1651.8,NetBanking,otp_failure,ICICI,5,1,3,890,12,1,retry_now,0,0.0
PAY_017647,2111.46,NetBanking,network_error,ICICI,8,0,4,1227,0,2,no_action,0,0.0
PAY_017648,1901.8,Card,insufficient_balance,Kotak,4,4,4,46,16,2,payment_link,0,0.0
PAY_017649,4899.71,Card,insufficient_balance,HDFC,7,4,2,1361,4,4,retry_later,0,0.0
PAY_017650,2318.49,UPI,network_error,ICICI,3,0,1,62,20,5,payment_link,1,2318.49
PAY_017651,1169.67,UPI,insufficient_balance,ICICI,5,0,1,62,20,2,retry_later,1,1169.67
PAY_017652,4180.89,NetBanking,insufficient_balance,Axis,11,0,1,598,13,1,payment_link,1,4180.89
PAY_017653,4838.63,NetBanking,otp_failure,Kotak,6,1,1,351,2,0,change_payment_method,1,4838.63
PAY_017654,619.76,NetBanking,blocked_card,ICICI,5,3,1,330,7,4,retry_later,0,0.0
PAY_017655,6162.43,NetBanking,otp_failure,ICICI,6,1,2,802,3,2,change_payment_method,1,6162.43
PAY_017656,2420.6,Card,insufficient_balance,ICICI,5,2,2,325,19,0,retry_later,0,0.0
PAY_017657,2267.91,Wallet,otp_failure,Axis,3,1,2,216,19,6,payment_link,1,2267.91
PAY_017658,4045.25,Wallet,insufficient_balance,Axis,7,0,3,1029,17,6,retry_now,0,0.0
PAY_017659,1148.74,Wallet,network_error,Kotak,3,1,3,1043,7,5,retry_now,0,0.0
PAY_017660,3879.0,UPI,otp_failure,HDFC,6,1,1,54,12,5,change_payment_method,0,0.0
PAY_017661,1337.53,UPI,gateway_error,HDFC,4,1,3,592,0,3,no_action,1,1337.53
